,availability,location,bhk,total_sqft,bath,price,total_sqftbybhk
5546,1,Prithvi Layout,3.0,2273.0,4.0,192.0,757.6666666666666
5547,1,Prithvi Layout,2.0,1352.0,2.0,72.0,676.0
5550,1,R.T. Nagar,2.0,1200.0,2.0,120.0,600.0
5552,1,R.T. Nagar,2.0,1040.0,2.0,46.0,520.0
5553,1,R.T. Nagar,2.0,1200.0,2.0,45.0,600.0
5554,1,R.T. Nagar,2.0,1235.0,2.0,65.0,617.5
5555,1,R.T. Nagar,3.0,1140.0,3.0,130.0,380.0
5556,1,R.T. Nagar,2.0,970.0,2.0,55.0,485.0
5557,1,R.T. Nagar,3.0,1560.0,3.0,125.0,520.0
5558,1,R.T. Nagar,2.0,1200.0,2.0,60.0,600.0
5561,1,R.T. Nagar,3.0,1200.0,3.0,140.0,400.0
5562,1,R.T. Nagar,2.0,1100.0,3.0,125.0,550.0
5563,1,R.T. Nagar,2.0,1150.0,2.0,72.0,575.0
5564,1,R.T. Nagar,4.0,1500.0,4.0,185.0,375.0
5565,1,R.T. Nagar,9.0,3600.0,8.0,165.0,400.0
5566,1,R.T. Nagar,2.0,1080.0,2.0,48.0,540.0
5567,1,R.T. Nagar,2.0,1325.0,2.0,52.0,662.5
5569,1,R.T. Nagar,3.0,1300.0,3.0,145.0,433.3333333333333
5571,1,R.T. Nagar,2.0,1100.0,2.0,85.0,550.0
5572,1,R.T. Nagar,3.0,1667.0,3.0,130.0,555.6666666666666
5573,1,Rachenahalli,2.0,1050.0,2.0,52.07,525.0
5575,1,Rachenahalli,2.0,1050.0,2.0,55.5,525.0
5577,1,Rachenahalli,2.0,1050.0,2.0,53.5,525.0
5579,1,Rachenahalli,2.0,1220.0,2.0,59.5,610.0
5580,1,Rachenahalli,2.0,1050.0,2.0,52.5,525.0
5582,1,Rachenahalli,2.0,1050.0,2.0,52.1,525.0
5583,1,Rachenahalli,2.0,1050.0,2.0,53.5,525.0
5584,1,Rachenahalli,2.0,1113.0,2.0,55.0,556.5
5585,1,Rachenahalli,4.0,3657.0,5.0,220.0,914.25
5589,0,Rachenahalli,1.0,680.0,1.0,32.64,680.0
5590,0,Rachenahalli,1.0,412.5,1.0,19.8,412.5
5591,1,Rachenahalli,2.0,1050.0,2.0,52.5,525.0
5594,0,Rachenahalli,1.0,690.0,1.0,39.8,690.0
5595,1,Rachenahalli,2.0,1050.0,2.0,47.25,525.0
5596,1,Rachenahalli,2.0,1050.0,2.0,55.5,525.0
5597,0,Rachenahalli,2.0,985.0,2.0,49.97,492.5
5598,1,Rachenahalli,2.0,1050.0,2.0,52.5,525.0
5599,1,Rachenahalli,2.0,1050.0,2.0,52.08,525.0
5601,1,Rachenahalli,2.0,1050.0,2.0,52.07,525.0
5603,1,Rachenahalli,2.0,1050.0,2.0,52.08,525.0
5604,0,Rachenahalli,2.0,985.0,2.0,49.97,492.5
5605,1,Rachenahalli,3.0,1856.0,3.0,106.0,618.6666666666666
5606,1,Rachenahalli,2.0,1050.0,2.0,52.5,525.0
5607,0,Rachenahalli,2.0,985.0,2.0,50.17,492.5
5608,1,Rachenahalli,3.0,2600.0,3.0,160.0,866.6666666666666
5611,0,Rachenahalli,2.0,985.0,2.0,50.17,492.5
5612,1,Rachenahalli,2.0,1050.0,2.0,52.71,525.0
5621,1,Raja Rajeshwari Nagar,2.0,1260.0,2.0,67.39,630.0
5625,1,Raja Rajeshwari Nagar,1.0,600.0,1.0,22.0,600.0
5626,1,Raja Rajeshwari Nagar,3.0,1278.0,2.0,53.76,426.0
5627,1,Raja Rajeshwari Nagar,1.0,500.0,1.0,25.0,500.0
5629,1,Raja Rajeshwari Nagar,3.0,1610.0,3.0,74.0,536.6666666666666
5630,1,Raja Rajeshwari Nagar,2.0,1105.0,2.0,65.0,552.5
5632,1,Raja Rajeshwari Nagar,2.0,1258.0,2.0,63.53,629.0
5634,0,Raja Rajeshwari Nagar,2.0,1157.0,2.0,53.8,578.5
5638,1,Raja Rajeshwari Nagar,2.0,1030.0,2.0,50.0,515.0
5641,1,Raja Rajeshwari Nagar,3.0,1570.0,3.0,88.0,523.3333333333334
5642,0,Raja Rajeshwari Nagar,2.0,1168.0,2.0,61.0,584.0
5644,1,Raja Rajeshwari Nagar,3.0,1608.0,3.0,67.98,536.0
5646,1,Raja Rajeshwari Nagar,3.0,1575.0,2.0,78.0,525.0
5649,1,Raja Rajeshwari Nagar,3.0,1570.0,2.0,65.0,523.3333333333334
5654,1,Raja Rajeshwari Nagar,2.0,1295.0,2.0,70.0,647.5
5655,0,Raja Rajeshwari Nagar,1.0,648.0,1.0,31.75,648.0
5656,1,Raja Rajeshwari Nagar,2.0,1100.0,2.0,55.0,550.0
5661,1,Raja Rajeshwari Nagar,2.0,1070.0,2.0,50.0,535.0
5663,1,Raja Rajeshwari Nagar,8.0,4800.0,8.0,225.0,600.0
5666,1,Raja Rajeshwari Nagar,1.0,550.0,1.0,21.0,550.0
5668,0,Raja Rajeshwari Nagar,2.0,1608.0,2.0,85.0,804.0
5671,1,Raja Rajeshwari Nagar,3.0,1395.0,2.0,72.0,465.0
5673,1,Raja Rajeshwari Nagar,3.0,1288.0,2.0,70.0,429.3333333333333
5677,1,Raja Rajeshwari Nagar,3.0,1420.0,2.0,60.0,473.3333333333333
5684,1,Raja Rajeshwari Nagar,2.0,1235.0,2.0,75.0,617.5
5685,0,Raja Rajeshwari Nagar,3.0,1280.0,3.0,57.6,426.6666666666667
5687,0,Raja Rajeshwari Nagar,2.0,1162.0,2.0,65.0,581.0
5692,1,Raja Rajeshwari Nagar,2.0,1100.0,2.0,50.0,550.0
5697,0,Raja Rajeshwari Nagar,2.0,1178.0,2.0,75.0,589.0
5701,1,Raja Rajeshwari Nagar,3.0,1525.0,2.0,99.13,508.3333333333333
5702,1,Raja Rajeshwari Nagar,2.0,1060.0,2.0,48.0,530.0
5703,1,Raja Rajeshwari Nagar,6.0,3900.0,6.0,195.0,650.0
5711,1,Raja Rajeshwari Nagar,3.0,1693.0,3.0,71.38,564.3333333333334
5712,1,Raja Rajeshwari Nagar,9.0,3600.0,9.0,240.0,400.0
5717,0,Raja Rajeshwari Nagar,2.0,1160.0,2.0,70.0,580.0
5725,1,Raja Rajeshwari Nagar,3.0,1550.0,3.0,86.8,516.6666666666666
5727,1,Raja Rajeshwari Nagar,2.0,1110.0,2.0,52.0,555.0
5728,1,Raja Rajeshwari Nagar,3.0,1580.0,3.0,83.74,526.6666666666666
5730,1,Raja Rajeshwari Nagar,3.0,1640.0,3.0,86.8,546.6666666666666
5734,1,Raja Rajeshwari Nagar,3.0,1279.0,2.0,53.76,426.3333333333333
5737,1,Raja Rajeshwari Nagar,2.0,1090.0,2.0,57.0,545.0
5739,1,Raja Rajeshwari Nagar,3.0,1757.0,3.0,98.0,585.6666666666666
5740,1,Raja Rajeshwari Nagar,3.0,1530.0,3.0,64.0,510.0
5741,0,Raja Rajeshwari Nagar,3.0,1587.0,3.0,73.8,529.0
5744,1,Raja Rajeshwari Nagar,3.0,1450.0,2.0,67.0,483.3333333333333
5745,1,Raja Rajeshwari Nagar,2.0,1090.0,2.0,57.0,545.0
5746,1,Raja Rajeshwari Nagar,2.0,945.0,2.0,45.0,472.5
5748,1,Raja Rajeshwari Nagar,8.0,3450.0,7.0,225.0,431.25
5750,1,Raja Rajeshwari Nagar,3.0,1700.0,2.0,86.0,566.6666666666666
5751,1,Raja Rajeshwari Nagar,2.0,1270.0,2.0,62.0,635.0
5752,1,Raja Rajeshwari Nagar,2.0,1250.0,2.0,68.0,625.0
5753,1,Raja Rajeshwari Nagar,3.0,1260.0,2.0,62.0,420.0
5755,1,Raja Rajeshwari Nagar,3.0,1580.0,2.0,66.85,526.6666666666666
5757,1,Raja Rajeshwari Nagar,3.0,1021.0,3.0,59.0,340.3333333333333
5759,1,Raja Rajeshwari Nagar,3.0,1500.0,3.0,88.0,500.0
5760,0,Raja Rajeshwari Nagar,2.0,1168.0,2.0,66.0,584.0
5761,1,Raja Rajeshwari Nagar,3.0,1400.0,2.0,86.0,466.6666666666667
5762,0,Raja Rajeshwari Nagar,2.0,1157.0,2.0,65.0,578.5
5764,1,Raja Rajeshwari Nagar,2.0,1000.0,2.0,50.0,500.0
5765,1,Raja Rajeshwari Nagar,3.0,1485.0,2.0,63.0,495.0
5766,1,Raja Rajeshwari Nagar,3.0,1335.0,2.0,56.0,445.0
5769,1,Raja Rajeshwari Nagar,3.0,1530.0,3.0,64.86,510.0
5770,1,Raja Rajeshwari Nagar,3.0,1850.0,3.0,98.0,616.6666666666666
5772,1,Raja Rajeshwari Nagar,8.0,6000.0,8.0,215.0,750.0
5774,1,Raja Rajeshwari Nagar,1.0,510.0,1.0,22.0,510.0
5776,1,Raja Rajeshwari Nagar,2.0,1141.0,2.0,60.0,570.5
5777,1,Rajaji Nagar,3.0,1640.0,3.0,229.0,546.6666666666666
5778,1,Rajaji Nagar,3.0,2390.0,3.0,415.0,796.6666666666666
5779,1,Rajaji Nagar,3.0,2390.0,3.0,410.0,796.6666666666666
5781,1,Rajaji Nagar,4.0,3516.0,4.0,540.0,879.0
5782,1,Rajaji Nagar,3.0,1640.0,3.0,223.0,546.6666666666666
5784,1,Rajaji Nagar,6.0,1800.0,4.0,324.0,300.0
5785,1,Rajaji Nagar,4.0,3526.0,4.0,558.0,881.5
5788,1,Rajaji Nagar,3.0,1800.0,3.0,260.0,600.0
5789,1,Rajaji Nagar,3.0,1640.0,3.0,241.0,546.6666666666666
5790,1,Rajaji Nagar,2.0,1370.0,2.0,170.0,685.0
5791,1,Rajaji Nagar,3.0,2409.0,3.0,360.0,803.0
5793,1,Rajaji Nagar,2.0,1718.0,3.0,288.0,859.0
5794,1,Rajaji Nagar,3.0,2386.0,3.0,334.0,795.3333333333334
5795,1,Rajaji Nagar,4.0,3436.0,6.0,500.0,859.0
5796,1,Rajaji Nagar,2.0,1200.0,2.0,150.0,600.0
5797,1,Rajaji Nagar,2.0,1160.0,1.0,163.0,580.0
5798,1,Rajaji Nagar,1.0,660.0,1.0,75.0,660.0
5799,1,Rajaji Nagar,2.0,1440.0,2.0,170.0,720.0
5800,1,Rajaji Nagar,3.0,2448.0,3.0,400.0,816.0
5801,1,Rajaji Nagar,2.0,1440.0,2.0,185.0,720.0
5802,1,Rajaji Nagar,3.0,1640.0,3.0,230.0,546.6666666666666
5805,1,Rajaji Nagar,3.0,1800.0,2.0,250.0,600.0
5806,1,Rajaji Nagar,4.0,3100.0,4.0,550.0,775.0
5807,1,Rajaji Nagar,4.0,3526.0,4.0,598.0,881.5
5808,0,Rajaji Nagar,2.0,1357.0,2.0,130.0,678.5
5809,1,Rajaji Nagar,3.0,2300.0,3.0,369.0,766.6666666666666
5811,1,Rajaji Nagar,3.0,2500.0,3.0,350.0,833.3333333333334
5814,1,Rajaji Nagar,3.0,2559.0,3.0,403.0,853.0
5815,1,Rajaji Nagar,2.0,1763.0,3.0,262.0,881.5
5821,1,Rajaji Nagar,3.0,2533.0,3.0,425.0,844.3333333333334
5822,0,Rajaji Nagar,2.0,1268.0,2.0,127.0,634.0
5824,1,Rajaji Nagar,3.0,1640.0,3.0,262.0,546.6666666666666
5825,1,Rajaji Nagar,2.0,1200.0,1.0,200.0,600.0
5826,1,Rajaji Nagar,3.0,2367.0,3.0,375.0,789.0
5827,1,Rajaji Nagar,4.0,2440.0,2.0,415.0,610.0
5828,1,Rajaji Nagar,3.0,1640.0,3.0,251.0,546.6666666666666
5830,1,Rajaji Nagar,3.0,1640.0,3.0,268.0,546.6666666666666
5831,1,Rajaji Nagar,3.0,2367.0,4.0,340.0,789.0
5833,1,Rajaji Nagar,5.0,3600.0,5.0,510.0,720.0
5834,1,Rajaji Nagar,4.0,1350.0,4.0,230.0,337.5
5837,1,Rajaji Nagar,5.0,2400.0,5.0,408.0,480.0
5838,1,Rajaji Nagar,3.0,2500.0,3.0,340.0,833.3333333333334
5839,1,Rajaji Nagar,3.0,2390.0,3.0,372.0,796.6666666666666
5840,1,Rajaji Nagar,3.0,2415.0,3.0,399.0,805.0
5841,1,Rajaji Nagar,2.0,1718.0,3.0,275.0,859.0
5842,1,Rajaji Nagar,2.0,1763.0,3.0,240.0,881.5
5844,1,Rajaji Nagar,3.0,2409.0,3.0,395.0,803.0
5845,1,Rajaji Nagar,2.0,1314.0,2.0,225.0,657.0
5846,1,Rajaji Nagar,2.0,1440.0,2.0,165.0,720.0
5847,1,Rajaji Nagar,3.0,1640.0,3.0,245.0,546.6666666666666
5848,1,Rajiv Nagar,3.0,1690.0,3.0,125.0,563.3333333333334
5849,1,Rajiv Nagar,2.0,1263.0,2.0,93.32,631.5
5850,1,Rajiv Nagar,4.0,2340.0,4.0,148.0,585.0
5851,1,Rajiv Nagar,4.0,2340.0,5.0,129.0,585.0
5852,1,Rajiv Nagar,2.0,1330.0,2.0,93.0,665.0
5853,1,Rajiv Nagar,4.0,2340.0,5.0,129.0,585.0
5854,1,Rajiv Nagar,2.0,1309.0,2.0,80.0,654.5
5855,1,Rajiv Nagar,4.0,2340.0,4.0,145.0,585.0
5856,1,Rajiv Nagar,4.0,2330.0,5.0,175.0,582.5
5857,1,Rajiv Nagar,4.0,2340.0,5.0,160.0,585.0
5858,0,Ramagondanahalli,2.0,1151.0,2.0,48.77,575.5
5859,0,Ramagondanahalli,2.0,1251.0,2.0,47.0,625.5
5860,0,Ramagondanahalli,2.0,1235.0,2.0,52.04,617.5
5861,1,Ramagondanahalli,3.0,1610.0,2.0,111.0,536.6666666666666
5862,1,Ramagondanahalli,1.0,540.0,1.0,30.0,540.0
5864,0,Ramagondanahalli,2.0,1235.0,2.0,46.8,617.5
5865,0,Ramagondanahalli,2.0,1215.0,2.0,51.26,607.5
5866,1,Ramagondanahalli,3.0,2257.0,4.0,157.0,752.3333333333334
5867,0,Ramagondanahalli,2.0,1251.0,2.0,47.4,625.5
5868,1,Ramagondanahalli,3.0,1610.0,2.0,115.0,536.6666666666666
5869,1,Ramagondanahalli,2.0,920.0,2.0,65.0,460.0
5870,0,Ramagondanahalli,2.0,1215.0,2.0,45.5,607.5
5872,0,Ramagondanahalli,2.0,1253.0,2.0,52.66,626.5
5873,1,Ramagondanahalli,2.0,1295.0,2.0,95.0,647.5
5874,0,Ramagondanahalli,2.0,1151.0,2.0,50.5,575.5
5875,0,Ramagondanahalli,2.0,1235.0,2.0,49.3,617.5
5876,1,Ramagondanahalli,3.0,2257.0,3.0,159.0,752.3333333333334
5877,1,Ramagondanahalli,2.0,1295.0,2.0,95.0,647.5
5879,1,Ramagondanahalli,3.0,1910.0,3.0,142.0,636.6666666666666
5880,0,Ramagondanahalli,2.0,1215.0,2.0,46.1,607.5
5882,0,Ramagondanahalli,2.0,1251.0,2.0,50.0,625.5
5883,1,Ramagondanahalli,3.0,1610.0,2.0,115.0,536.6666666666666
5884,0,Ramagondanahalli,2.0,1151.0,2.0,43.6,575.5
5886,0,Ramagondanahalli,2.0,1251.0,2.0,53.0,625.5
5887,0,Ramagondanahalli,2.0,845.0,2.0,45.82,422.5
5888,0,Ramagondanahalli,3.0,1910.0,3.0,150.0,636.6666666666666
5890,1,Ramagondanahalli,3.0,2040.0,3.0,114.0,680.0
5892,0,Ramagondanahalli,2.0,1251.0,2.0,46.0,625.5
5894,0,Ramagondanahalli,2.0,1151.0,2.0,46.0,575.5
5895,1,Ramagondanahalli,3.0,1610.0,2.0,112.0,536.6666666666666
5896,1,Ramagondanahalli,3.0,1610.0,2.0,115.0,536.6666666666666
5897,0,Ramagondanahalli,3.0,1200.0,3.0,56.1,400.0
5898,1,Ramagondanahalli,4.0,2787.0,5.0,220.0,696.75
5900,1,Ramagondanahalli,2.0,1125.0,2.0,75.0,562.5
5901,0,Ramagondanahalli,2.0,1151.0,2.0,42.5,575.5
5902,1,Ramagondanahalli,3.0,2257.0,3.0,155.0,752.3333333333334
5903,1,Ramagondanahalli,3.0,1500.0,3.0,100.0,500.0
5905,1,Ramagondanahalli,3.0,1910.0,3.0,131.0,636.6666666666666
5906,1,Ramamurthy Nagar,4.0,3700.0,4.0,225.0,925.0
5907,1,Ramamurthy Nagar,5.0,3500.0,5.0,150.0,700.0
5908,1,Ramamurthy Nagar,2.0,1050.0,2.0,37.0,525.0
5909,1,Ramamurthy Nagar,2.0,1040.0,2.0,50.0,520.0
5911,1,Ramamurthy Nagar,2.0,1200.0,3.0,72.0,600.0
5912,1,Ramamurthy Nagar,1.0,360.0,1.0,26.0,360.0
5913,1,Ramamurthy Nagar,2.0,950.0,2.0,50.79,475.0
5914,1,Ramamurthy Nagar,3.0,1200.0,2.0,66.0,400.0
5915,1,Ramamurthy Nagar,3.0,1525.0,3.0,100.0,508.3333333333333
5916,1,Ramamurthy Nagar,2.0,1200.0,2.0,80.0,600.0
5917,1,Ramamurthy Nagar,2.0,1200.0,2.0,42.0,600.0
5919,1,Ramamurthy Nagar,2.0,1100.0,2.0,68.0,550.0
5920,1,Ramamurthy Nagar,2.0,1185.0,2.0,45.5,592.5
5921,0,Ramamurthy Nagar,2.0,1170.0,2.0,46.8,585.0
5922,0,Ramamurthy Nagar,2.0,1150.0,2.0,51.0,575.0
5923,0,Ramamurthy Nagar,2.0,1200.0,2.0,48.0,600.0
5925,1,Ramamurthy Nagar,2.0,600.0,3.0,45.0,300.0
5926,1,Ramamurthy Nagar,2.0,1110.0,2.0,65.0,555.0
5928,0,Ramamurthy Nagar,2.0,1200.0,2.0,78.0,600.0
5930,1,Ramamurthy Nagar,1.0,600.0,1.0,43.0,600.0
5931,1,Ramamurthy Nagar,2.0,1006.0,2.0,57.0,503.0
5932,0,Ramamurthy Nagar,2.0,1200.0,2.0,76.0,600.0
5935,1,Ramamurthy Nagar,2.0,700.0,2.0,33.0,350.0
5936,0,Ramamurthy Nagar,2.0,1125.0,2.0,47.0,562.5
5937,1,Ramamurthy Nagar,2.0,1000.0,2.0,62.0,500.0
5938,0,Ramamurthy Nagar,2.0,1334.0,2.0,67.0,667.0
5939,0,Ramamurthy Nagar,2.0,1200.0,2.0,46.0,600.0
5940,0,Ramamurthy Nagar,2.0,1200.0,2.0,57.9,600.0
5942,1,Ramamurthy Nagar,2.0,1360.0,2.0,45.0,680.0
5943,0,Ramamurthy Nagar,2.0,1170.0,2.0,44.0,585.0
5944,1,Ramamurthy Nagar,4.0,2200.0,4.0,130.0,550.0
5945,0,Ramamurthy Nagar,2.0,1050.0,2.0,51.66,525.0
5946,1,Ramamurthy Nagar,4.0,2916.0,5.0,230.0,729.0
5947,1,Ramamurthy Nagar,3.0,2316.0,3.0,125.0,772.0
5948,1,Ramamurthy Nagar,2.0,1101.0,2.0,50.0,550.5
5949,0,Ramamurthy Nagar,2.0,1150.0,2.0,40.0,575.0
5951,1,Ramamurthy Nagar,2.0,1050.0,2.0,37.8,525.0
5952,1,Ramamurthy Nagar,2.0,935.0,2.0,39.0,467.5
5953,1,Ramamurthy Nagar,2.0,1200.0,2.0,68.0,600.0
5954,1,Ramamurthy Nagar,1.0,540.0,1.0,35.0,540.0
5955,1,Ramamurthy Nagar,2.0,960.0,2.0,35.0,480.0
5956,1,Rayasandra,3.0,1314.0,2.0,63.0,438.0
5957,1,Rayasandra,2.0,1065.0,2.0,44.95,532.5
5958,0,Rayasandra,3.0,1708.0,3.0,75.0,569.3333333333334
5959,1,Rayasandra,3.0,1199.0,2.0,48.5,399.6666666666667
5960,1,Rayasandra,3.0,1577.0,3.0,67.0,525.6666666666666
5961,1,Rayasandra,2.0,1253.0,2.0,57.0,626.5
5962,1,Rayasandra,1.0,583.0,1.0,26.9,583.0
5963,1,Rayasandra,2.0,1198.0,2.0,54.0,599.0
5964,1,Rayasandra,3.0,1555.0,3.0,75.17,518.3333333333334
5965,1,Rayasandra,3.0,1458.0,3.0,60.0,486.0
5966,1,Rayasandra,3.0,1179.0,2.0,55.0,393.0
5967,1,Rayasandra,3.0,1601.0,3.0,70.0,533.6666666666666
5968,0,Rayasandra,4.0,1708.0,3.0,76.0,427.0
5969,1,Rayasandra,1.0,470.0,1.0,21.0,470.0
5970,1,Rayasandra,5.0,3600.0,5.0,145.0,720.0
5971,1,Rayasandra,3.0,1357.0,2.0,59.0,452.3333333333333
5973,1,Sahakara Nagar,3.0,1500.0,2.0,95.0,500.0
5974,1,Sahakara Nagar,2.0,1100.0,2.0,56.0,550.0
5975,1,Sahakara Nagar,2.0,1219.0,2.0,48.0,609.5
5976,1,Sahakara Nagar,3.0,1100.0,2.0,75.0,366.6666666666667
5977,0,Sahakara Nagar,3.0,1655.0,3.0,115.0,551.6666666666666
5978,1,Sahakara Nagar,2.0,1150.0,2.0,54.0,575.0
5979,1,Sahakara Nagar,2.0,1270.0,2.0,69.85,635.0
5980,1,Sahakara Nagar,2.0,960.0,2.0,56.0,480.0
5981,1,Sahakara Nagar,2.0,1048.0,2.0,50.0,524.0
5982,1,Sahakara Nagar,2.0,1160.0,2.0,55.0,580.0
5983,1,Sahakara Nagar,3.0,1200.0,2.0,75.0,400.0
5984,1,Sahakara Nagar,4.0,2500.0,4.0,200.0,625.0
5985,1,Sahakara Nagar,3.0,1914.0,3.0,179.0,638.0
5986,1,Sahakara Nagar,3.0,1500.0,3.0,125.0,500.0
5987,1,Sahakara Nagar,2.0,1100.0,2.0,55.0,550.0
5988,1,Sahakara Nagar,3.0,1914.0,3.0,149.0,638.0
5989,1,Sahakara Nagar,2.0,1000.0,2.0,60.0,500.0
5991,1,Sahakara Nagar,2.0,1175.0,2.0,49.0,587.5
5992,1,Sahakara Nagar,3.0,1370.0,2.0,90.0,456.6666666666667
5993,1,Sahakara Nagar,2.0,1100.0,2.0,55.0,550.0
5994,1,Sahakara Nagar,3.0,1100.0,2.0,75.0,366.6666666666667
5995,1,Sahakara Nagar,2.0,1180.0,2.0,72.0,590.0
5996,1,Sahakara Nagar,2.0,1200.0,2.0,60.0,600.0
5997,1,Sahakara Nagar,2.0,1032.0,2.0,45.0,516.0
5998,1,Sahakara Nagar,2.0,1200.0,2.0,46.0,600.0
5999,1,Sahakara Nagar,2.0,1270.0,2.0,96.0,635.0
6000,1,Sahakara Nagar,2.0,1201.0,2.0,80.0,600.5
6001,1,Sahakara Nagar,2.0,1200.0,2.0,54.0,600.0
6002,1,Sahakara Nagar,2.0,1291.0,2.0,72.3,645.5
6003,1,Sanjay nagar,2.0,1000.0,2.0,70.0,500.0
6004,1,Sanjay nagar,2.0,1100.0,2.0,98.0,550.0
6005,1,Sanjay nagar,2.0,1150.0,2.0,72.2,575.0
6006,1,Sanjay nagar,3.0,1800.0,3.0,180.0,600.0
6007,1,Sanjay nagar,2.0,630.0,1.0,35.0,315.0
6008,1,Sanjay nagar,5.0,3300.0,3.0,250.0,660.0
6009,0,Sanjay nagar,3.0,1900.0,2.0,180.0,633.3333333333334
6010,1,Sanjay nagar,2.0,1575.0,2.0,90.0,787.5
6013,1,Sanjay nagar,2.0,960.0,2.0,55.0,480.0
6014,1,Sanjay nagar,2.0,1050.0,2.0,59.0,525.0
6015,1,Sanjay nagar,2.0,1150.0,2.0,70.0,575.0
6016,1,Sanjay nagar,3.0,1500.0,3.0,150.0,500.0
6017,1,Sanjay nagar,2.0,1180.0,2.0,80.0,590.0
6018,1,Sarakki Nagar,3.0,2121.0,4.0,253.0,707.0
6019,0,Sarakki Nagar,3.0,2289.0,3.0,260.0,763.0
6020,1,Sarakki Nagar,3.0,2500.0,4.0,325.0,833.3333333333334
6021,1,Sarakki Nagar,3.0,2145.0,4.0,270.0,715.0
6022,1,Sarakki Nagar,3.0,1200.0,3.0,128.0,400.0
6023,1,Sarakki Nagar,3.0,2663.0,4.0,338.0,887.6666666666666
6024,1,Sarakki Nagar,3.0,1840.0,4.0,175.0,613.3333333333334
6028,1,Sarjapur,3.0,2250.0,3.0,148.0,750.0
6029,1,Sarjapur,3.0,1600.0,3.0,75.0,533.3333333333334
6030,0,Sarjapur,2.0,1242.5,2.0,43.49,621.25
6031,1,Sarjapur,2.0,913.0,2.0,32.0,456.5
6032,1,Sarjapur,2.0,1128.0,2.0,60.0,564.0
6033,1,Sarjapur,2.0,1185.0,2.0,47.0,592.5
6034,1,Sarjapur,3.0,900.0,2.0,42.0,300.0
6035,1,Sarjapur,1.0,649.5,1.0,17.535,649.5
6036,1,Sarjapur,2.0,1020.0,2.0,35.0,510.0
6037,1,Sarjapur,2.0,1195.0,2.0,42.0,597.5
6038,1,Sarjapur,2.0,1240.0,2.0,44.0,620.0
6040,1,Sarjapur,2.0,950.0,2.0,32.5,475.0
6041,1,Sarjapur,3.0,1285.0,2.0,68.0,428.3333333333333
6043,0,Sarjapur,2.0,925.0,2.0,25.0,462.5
6044,1,Sarjapur,4.0,3190.0,3.0,160.0,797.5
6045,1,Sarjapur,2.0,1215.0,2.0,40.0,607.5
6047,1,Sarjapur,3.0,1200.0,3.0,78.0,400.0
6048,1,Sarjapur,2.0,1000.0,2.0,30.0,500.0
6049,0,Sarjapur,2.0,1157.0,2.0,40.0,578.5
6050,0,Sarjapur,3.0,2238.0,3.0,140.0,746.0
6051,1,Sarjapur,3.0,2020.0,3.0,85.0,673.3333333333334
6052,1,Sarjapur,4.0,2885.0,3.0,185.0,721.25
6054,1,Sarjapur,2.0,1240.0,2.0,44.3,620.0
6055,0,Sarjapur,1.0,625.0,1.0,19.0,625.0
6056,0,Sarjapur,4.0,2585.5,4.0,139.5,646.375
6057,1,Sarjapur,2.0,940.0,2.0,25.38,470.0
6058,1,Sarjapur,4.0,2100.0,3.0,125.0,525.0
6059,1,Sarjapur,2.0,913.0,2.0,36.0,456.5
6060,0,Sarjapur,3.0,1404.0,2.0,53.35,468.0
6061,0,Sarjapur,3.0,1830.0,3.0,88.0,610.0
6062,1,Sarjapur,3.0,1364.0,2.0,56.0,454.6666666666667
6063,1,Sarjapur,2.0,1124.0,2.0,30.35,562.0
6064,1,Sarjapur,2.0,1044.0,2.0,32.0,522.0
6065,1,Sarjapur,1.0,650.0,1.0,19.87,650.0
6066,1,Sarjapur,2.0,1175.0,2.0,42.0,587.5
6067,1,Sarjapur,2.0,1240.0,2.0,43.1,620.0
6069,1,Sarjapur,2.0,1032.0,2.0,42.0,516.0
6071,1,Sarjapur,2.0,1044.0,2.0,34.0,522.0
6072,0,Sarjapur,3.0,1200.0,3.0,76.13,400.0
6073,1,Sarjapur,2.0,1200.0,2.0,62.0,600.0
6074,0,Sarjapur,2.0,900.0,2.0,27.98,450.0
6076,1,Sarjapur,2.0,1205.0,2.0,29.0,602.5
6077,0,Sarjapur,2.0,850.0,2.0,32.0,425.0
6078,1,Sarjapur,2.0,1175.0,2.0,41.68,587.5
6080,1,Sarjapur,2.0,920.0,2.0,33.0,460.0
6082,1,Sarjapur,2.0,1150.0,2.0,41.0,575.0
6083,1,Sarjapur,2.0,1200.0,2.0,42.6,600.0
6084,1,Sarjapur,3.0,1333.0,3.0,50.0,444.3333333333333
6085,1,Sarjapur,2.0,1044.0,2.0,36.0,522.0
6086,1,Sarjapur,2.0,950.0,2.0,35.0,475.0
6088,1,Sarjapur,3.0,2172.0,3.0,100.0,724.0
6089,1,Sarjapur,1.0,633.0,1.0,17.09,633.0
6090,1,Sarjapur,3.0,1500.0,5.0,95.0,500.0
6091,0,Sarjapur,2.0,1451.0,2.0,87.0,725.5
6092,1,Sarjapur,4.0,2400.0,3.0,140.0,600.0
6093,1,Sarjapur,3.0,1525.0,2.0,68.0,508.3333333333333
6094,1,Sarjapur,2.0,1095.0,2.0,45.0,547.5
6095,1,Sarjapur,3.0,1425.0,3.0,57.0,475.0
6096,1,Sarjapur  Road,3.0,2497.0,3.0,140.0,832.3333333333334
6097,0,Sarjapur  Road,3.0,1787.0,3.0,98.29,595.6666666666666
